48.0, 36.0, 48.0, 96.0, 48.0, 48.0, 324.0, 135.0, 0.9
48.0, 18.0, 48.0, 96.0, 48.0, 48.0, 306.0, 127.5, 0.85
24.0, 36.0, 48.0, 96.0, 48.0, 48.0, 300.0, 125.0, 0.8333333333333334
48.0, 12.0, 48.0, 96.0, 48.0, 48.0, 300.0, 125.0, 0.8333333333333334
48.0, 36.0, 24.0, 96.0, 48.0, 48.0, 300.0, 125.0, 0.8333333333333334
48.0, 36.0, 48.0, 96.0, 24.0, 48.0, 300.0, 125.0, 0.8333333333333334
48.0, 36.0, 48.0, 96.0, 48.0, 24.0, 300.0, 125.0, 0.8333333333333334
48.0, 9.0, 48.0, 96.0, 48.0, 48.0, 297.0, 123.75, 0.825
48.0, 36.0, 16.0, 96.0, 48.0, 48.0, 292.0, 121.66666666666667, 0.8111111111111111
48.0, 36.0, 48.0, 96.0, 16.0, 48.0, 292.0, 121.66666666666667, 0.8111111111111111
48.0, 36.0, 12.0, 96.0, 48.0, 48.0, 288.0, 120.0, 0.8
48.0, 36.0, 48.0, 96.0, 12.0, 48.0, 288.0, 120.0, 0.8
24.0, 18.0, 48.0, 96.0, 48.0, 48.0, 282.0, 117.5, 0.7833333333333333
48.0, 18.0, 24.0, 96.0, 48.0, 48.0, 282.0, 117.5, 0.7833333333333333
48.0, 18.0, 48.0, 96.0, 24.0, 48.0, 282.0, 117.5, 0.7833333333333333
48.0, 18.0, 48.0, 96.0, 48.0, 24.0, 282.0, 117.5, 0.7833333333333333
24.0, 12.0, 48.0, 96.0, 48.0, 48.0, 276.0, 115.0, 0.7666666666666667
24.0, 36.0, 24.0, 96.0, 48.0, 48.0, 276.0, 115.0, 0.7666666666666667
24.0, 36.0, 48.0, 96.0, 24.0, 48.0, 276.0, 115.0, 0.7666666666666667
24.0, 36.0, 48.0, 96.0, 48.0, 24.0, 276.0, 115.0, 0.7666666666666667
48.0, 12.0, 24.0, 96.0, 48.0, 48.0, 276.0, 115.0, 0.7666666666666667
48.0, 12.0, 48.0, 96.0, 24.0, 48.0, 276.0, 115.0, 0.7666666666666667
48.0, 12.0, 48.0, 96.0, 48.0, 24.0, 276.0, 115.0, 0.7666666666666667
48.0, 36.0, 24.0, 96.0, 24.0, 48.0, 276.0, 115.0, 0.7666666666666667
48.0, 36.0, 24.0, 96.0, 48.0, 24.0, 276.0, 115.0, 0.7666666666666667
48.0, 36.0, 48.0, 48.0, 48.0, 48.0, 276.0, 115.0, 0.7666666666666667
48.0, 36.0, 48.0, 96.0, 24.0, 24.0, 276.0, 115.0, 0.7666666666666667
48.0, 18.0, 16.0, 96.0, 48.0, 48.0, 274.0, 114.16666666666667, 0.7611111111111111
48.0, 18.0, 48.0, 96.0, 16.0, 48.0, 274.0, 114.16666666666667, 0.7611111111111111
24.0, 9.0, 48.0, 96.0, 48.0, 48.0, 273.0, 113.75, 0.7583333333333333
48.0, 9.0, 24.0, 96.0, 48.0, 48.0, 273.0, 113.75, 0.7583333333333333
48.0, 9.0, 48.0, 96.0, 24.0, 48.0, 273.0, 113.75, 0.7583333333333333
48.0, 9.0, 48.0, 96.0, 48.0, 24.0, 273.0, 113.75, 0.7583333333333333
48.0, 18.0, 12.0, 96.0, 48.0, 48.0, 270.0, 112.5, 0.75
48.0, 18.0, 48.0, 96.0, 12.0, 48.0, 270.0, 112.5, 0.75
24.0, 36.0, 16.0, 96.0, 48.0, 48.0, 268.0, 111.66666666666667, 0.7444444444444445
24.0, 36.0, 48.0, 96.0, 16.0, 48.0, 268.0, 111.66666666666667, 0.7444444444444445
48.0, 12.0, 16.0, 96.0, 48.0, 48.0, 268.0, 111.66666666666667, 0.7444444444444445
48.0, 12.0, 48.0, 96.0, 16.0, 48.0, 268.0, 111.66666666666667, 0.7444444444444445
48.0, 36.0, 16.0, 96.0, 24.0, 48.0, 268.0, 111.66666666666667, 0.7444444444444445
48.0, 36.0, 16.0, 96.0, 48.0, 24.0, 268.0, 111.66666666666667, 0.7444444444444445
48.0, 36.0, 24.0, 96.0, 16.0, 48.0, 268.0, 111.66666666666667, 0.7444444444444445
48.0, 36.0, 48.0, 96.0, 16.0, 24.0, 268.0, 111.66666666666667, 0.7444444444444445
48.0, 9.0, 16.0, 96.0, 48.0, 48.0, 265.0, 110.41666666666667, 0.7361111111111112
48.0, 9.0, 48.0, 96.0, 16.0, 48.0, 265.0, 110.41666666666667, 0.7361111111111112
24.0, 36.0, 12.0, 96.0, 48.0, 48.0, 264.0, 110.0, 0.7333333333333333
24.0, 36.0, 48.0, 96.0, 12.0, 48.0, 264.0, 110.0, 0.7333333333333333
48.0, 12.0, 12.0, 96.0, 48.0, 48.0, 264.0, 110.0, 0.7333333333333333
48.0, 12.0, 48.0, 96.0, 12.0, 48.0, 264.0, 110.0, 0.7333333333333333
48.0, 36.0, 12.0, 96.0, 24.0, 48.0, 264.0, 110.0, 0.7333333333333333
