830.0, 441.0, 159.0, 1430.0, 119.16666666666667, 0.7944444444444444
830.0, 421.0, 159.0, 1410.0, 117.5, 0.7833333333333333
830.0, 441.0, 119.0, 1390.0, 115.83333333333333, 0.7722222222222223
830.0, 441.0, 106.0, 1377.0, 114.75, 0.765
830.0, 421.0, 119.0, 1370.0, 114.16666666666667, 0.7611111111111111
830.0, 441.0, 95.0, 1366.0, 113.83333333333333, 0.7588888888888888
830.0, 421.0, 106.0, 1357.0, 113.08333333333333, 0.7538888888888889
830.0, 421.0, 95.0, 1346.0, 112.16666666666667, 0.7477777777777778
650.0, 441.0, 159.0, 1250.0, 104.16666666666667, 0.6944444444444444
650.0, 421.0, 159.0, 1230.0, 102.5, 0.6833333333333333
650.0, 441.0, 119.0, 1210.0, 100.83333333333333, 0.6722222222222223
650.0, 441.0, 106.0, 1197.0, 99.75, 0.665
650.0, 421.0, 119.0, 1190.0, 99.16666666666667, 0.6611111111111111
650.0, 441.0, 95.0, 1186.0, 98.83333333333333, 0.6588888888888889
650.0, 421.0, 106.0, 1177.0, 98.08333333333333, 0.6538888888888889
650.0, 421.0, 95.0, 1166.0, 97.16666666666667, 0.6477777777777778
541.0, 441.0, 159.0, 1141.0, 95.08333333333333, 0.6338888888888888
541.0, 421.0, 159.0, 1121.0, 93.41666666666667, 0.6227777777777778
